game_id,score,blinky_kill,inky_kill,playtime
59988925,80,1,0,1.62
63323151,60,1,0,1.79
94144723,990,1,0,21.04
47077318,430,1,0,14.86
64472816,1290,0,0,59.61
95631232,910,1,0,19.47
17222403,1250,0,1,38.17
11906455,250,1,0,6.51
89000316,160,1,0,2.34
67180159,1220,1,0,77.99
87133511,70,0,0,-1731343510.32
50815577,730,0,0,-1731343531.97
97423088,870,0,0,25.54
